Centralniy,Belgorodskaya Oblast',3641
Centralniy,Bryanskaya Oblast',2957
Centralniy,Ivanovskaya Oblast',3512
Centralniy,Kaluzhskaya Oblast',3995
Centralniy,Kostromskaya Oblast',1925
Centralniy,Kurskaya Oblast',2433
Centralniy,Lipetskaya Oblast',3161
Centralniy,Moscow Oblast,34384
Centralniy,Orlovskaya Oblast',2199
Centralniy,Ryazanskaya Oblast',3787
Centralniy,Smolenskaya Oblast',2359
Centralniy,Tambovskaya Oblast',2096
Centralniy,Tul'skaya Oblast',5613
Centralniy,Tverskaya Oblast',4445
Centralniy,Vladimirskaya Oblast',4746
Centralniy,Voronezhskaya Oblast',9618
Centralniy,Yaroslavskaya Oblast',6631
Dalnevostochniy,Amurskaya Oblast',1633
Dalnevostochniy,Chukotskiy Avtonomnyy Okrug,12
Dalnevostochniy,Jewish Autonomous Oblast,132
Dalnevostochniy,Kamtchatski Kray,451
Dalnevostochniy,Khabarovsk Krai,6339
Dalnevostochniy,Magadanskaya Oblast',247
Dalnevostochniy,Primorskiy Kray,6925
Dalnevostochniy,Respublika Sakha (Yakutiya),1566
Dalnevostochniy,Sakhalinskaya Oblast',1431
Privolzhskiy,Bashkortostan,13449
Privolzhskiy,Chuvashia,3918
Privolzhskiy,Kirovskaya Oblast',3788
Privolzhskiy,Nizhegorodskaya Oblast',15035
Privolzhskiy,Orenburgskaya Oblast',3851
Privolzhskiy,Penzenskaya Oblast',3776
Privolzhskiy,Perm Krai,11906
Privolzhskiy,Respublika Mariy-El,2432
Privolzhskiy,Respublika Mordoviya,1653
Privolzhskiy,Samarskaya Oblast',16991
Privolzhskiy,Saratovskaya Oblast',8465
Privolzhskiy,Tatarstan,14864
Privolzhskiy,Udmurtskaya Respublika,5485
Privolzhskiy,Ulyanovsk Oblast,5055
Severo-Kavkazskiy,Chechnya,756
Severo-Kavkazskiy,Dagestan,1833
Severo-Kavkazskiy,Kabardino-Balkarskaya Respublika,794
Severo-Kavkazskiy,Karachayevo-Cherkesiya,529
Severo-Kavkazskiy,North Ossetia,1110
Severo-Kavkazskiy,Respublika Ingushetiya,300
Severo-Kavkazskiy,Stavropol'skiy Kray,6605
Severo-Zapad,Arkhangelskaya,2990
Severo-Zapad,Kaliningradskaya Oblast',5631
Severo-Zapad,Komi Republic,2666
Severo-Zapad,Leningrad,3348
Severo-Zapad,Murmansk,2743
Severo-Zapad,Nenetskiy Avtonomnyy Okrug,116
Severo-Zapad,Novgorodskaya Oblast',2906
Severo-Zapad,Pskovskaya Oblast',1282
Severo-Zapad,Republic of Karelia,1856
Severo-Zapad,St.-Petersburg,57816
Severo-Zapad,Vologodskaya Oblast',3994
Sibirsky,Altai Krai,6235
Sibirsky,Irkutskaya Oblast',10724
Sibirsky,Kemerovskaya Oblast',7025
Sibirsky,Krasnoyarskiy Kray,8695
Sibirsky,Novosibirskaya Oblast',16231
Sibirsky,Omskaya Oblast',7352
Sibirsky,Respublika Altay,153
Sibirsky,Respublika Buryatiya,1581
Sibirsky,Respublika Khakasiya,1076
Sibirsky,Respublika Tyva,144
Sibirsky,Tomskaya Oblast',5450
Sibirsky,Transbaikal Territory,1746
Uralskyi,Chelyabinsk,14621
Uralskyi,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,6128
Uralskyi,Kurganskaya Oblast',2076
Uralskyi,Sverdlovskaya Oblast',24031
Uralskyi,Tyumenskaya Oblast',7017
Uralskyi,Yamalo-Nenetskiy Avtonomnyy Okrug,1344
Yuzhniy,Astrakhanskaya Oblast',2877
Yuzhniy,Kalmykiya,178
Yuzhniy,Krasnodarskiy Kray,23361
Yuzhniy,Respublika Adygeya,827
Yuzhniy,Rostov,15368
Yuzhniy,Volgogradskaya Oblast',7478
